video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"Y5uFCjhRfJ8","악몽의 등산길 [총몇명의 사연낭독]","2019-12-18T09:00:05.000Z","UCRuSxVu4iqTK5kCh90ntAgA","총몇명","1","19.20.12","총몇명|사연낭독|박진숙|나천재|민모리|분수대|민들레","1878269","47714","962","6225","https://i.ytimg.com/vi/Y5uFCjhRfJ8/default.jpg","False","False","총몇명 스튜디오 - 총몇명, 십제곱, 5G민, Jin, 정영준오늘도 시청해주셔서 정말 감사드립니다!사연은 아래 페이지로 부탁드릴게요♥https://forms.gle/VyrGC9WiAAr8JKy27아래 링크를 통해 가입하시고, 더블기부챌린지 로고가 상품 상세 페이지에 표시된 상품을 구매하시면, 구매적립금의 2배가 기부됩니다.http://corners.auction.co.kr/corner/smileclub.aspx이 콘텐츠는 이베이코리아의 지원을 받아 제작되었습니다. Music from https://filmmusic.io:5296-hidden-truth---ambient-suspense5372-ominous-forces---dark-dramatic-creepy-orhcestraby Rafael Krux (https://www.orchestralis.net/)Licence: CC BY (https://creativecommons.org/licenses/by/4.0/deed.ko)3342-aftermath3487-chase-pulse-fasterby Kevin MacLeod (https://incompetech.com)Licence: CC BY (http://creativecommons.org/licenses/by/4.0/)"
"scttiFQgkzI","돈까스 먹는 유형ㅋㅋㅋ(feat.치즈돈까스)","2019-12-18T06:40:05.000Z","UCGS6cF75ZieNdszK_3BrQZQ","급식걸즈","23","19.20.12","#급식왕|#두더지|#발가락쌤|#징징이|#방울이|#학교|#웃긴영상|#공트|치돈|포방터|골목식당|돈까스|돈까스먹는유형|돈까스유형|고구마돈까스|고돈|김밥천국|돈까스먹을때","371381","4326","875","1242","https://i.ytimg.com/vi/scttiFQgkzI/default.jpg","False","False","#급식왕 #돈까스 #치즈돈까스 비즈니스 메일:  schoolfoodgirls@gmail.com급식걸즈를 시청해 주셔서 감사합니다. 항상 최선을 다하겠습니다"
"OZoVrF6SAIs","설레는 사건파일101. 널 좋아해 (with.내 동생) | 로맨스 공소시효 [밍꼬발랄]","2019-12-19T09:00:10.000Z","UCCJkwrmhIqWkSFV-sQol4Qw","밍꼬발랄Mingggo","23","19.20.12","밍꼬발랄|밍꼬|꼬밍|발랄|모아보기|이어보기|정주행|꿀잼|꿀팁|공소시효|노래공소시효|공감|소통|댓글요청|사건파일|사건|사연|재연|연기|현장|썰풀기|썰|에피소드|이야기|공포|코믹|되감기|사이다|공감이야기|재밌는이야기|웃긴이야기|무서운이야기|황당한이야기|오싹한이야기|mingggo|story|episode|acting|interesting_story|funny_story|interesting_episode|funny_episode|共感|类型|学校共感|学生共感|友達共感|Đồngcảm|kiểu|Đồngcảm_theoloại|Đồngcảm_của_trường|Đồngcảm_của_học_sinh|투니버스|투니버스밍꼬발랄|로맨스공소시효|널좋아해","474713","12921","399","4381","https://i.ytimg.com/vi/OZoVrF6SAIs/default.jpg","False","False","오늘은 제 친동생이 깜짝 출연해 함께 호흡을 맞춰봤습니다ㅋㅋㅋㅋㅋㅋ 고맙다 찬일아!!!공소시효의 새로운 장르! 설레는 로맨스 현장속으로 호우~!!![사건파일 제보 방법]#1. 메일 제보_mmingkko@gmail.com#2. 페북 메시지 제보_https://www.facebook.com/mingggggo[밍꼬 배경화면]_https://grafolio.naver.com/mingggo[밍꼬 페이스북]_https://www.facebook.com/mingggggo[밍꼬 인스타그램]_https://www.instagram.com/mingggggo#로맨스공소시효 #널좋아해 #훈남등장설렘어쩔(BGM)rack : Bossa LoungeMusic by 브금대통령Music provided by 브금대통령Watch : https://youtu.be/Xca6VnSrDJoTrack : Motion PictureMusic by 브금대통령Music provided by 브금대통령Watch : https://youtu.be/S2JOak2FdawTrack : Confusing RoadMusic by 브금대통령Music provided by 브금대통령Watch : https://youtu.be/ydPppyQQdPcTrack : DoopbaMusic by 브금대통령Music provided by 브금대통령Watch : https://youtu.be/38kepvoHjoI"
"q_npOdFPiJw","고양이들이 귀하신 분을 만났어요!","2019-12-19T12:00:10.000Z","UCmLiSrat4HW2k07ahKEJo4w","크림히어로즈","15","19.20.12","고양이|장난감|cat|kitten|猫|ねこ|gato|kucing|Katze|chat|chatte|mãn|con mèo|кошка|kedi|gatto|katt|แมว|새끼 고양이|아기 고양이|크림히어로즈|디디|티티|코코|모모|루루|라라|츄츄|아리랑|주인|아리랑은고양이내가주인|Arirang은고양이들내가주인|낯선사람|팡팡|출발전|출발전팡팡|Arirang|juin|stranger|bang|tap|before|you|go|start","618368","32128","306","2723","https://i.ytimg.com/vi/q_npOdFPiJw/default.jpg","False","False","겨울철 추위를 견디기 위해 야옹이들은 시동이 꺼진 따뜻한 자동차 밑으로 숨어들어가요.출발 하기 전 자동차를 두들길 수 있도록 알리는 '출발 전 팡팡!' 캠페인을 진행하고 있어요.오늘은 캠페인을 위해 'Arirang은 고양이들 내가 주인'의 귀하신 분이 집으로 찾아왔어요.귀하신 분을 만나 신기해하는 고양이들이 너무 귀여웠어요!* 인스타https://www.instagram.com/claire_luvcat/* 크림히어로즈 굿즈https://smartstore.naver.com/dundunmarket* 제휴문의creamheroes@luvcat.com"
"4JNywhBGjG4","[예능맛ZIP/백종원의 골목식당] 포방터와 아쉬운 작별인사...그리고 그 동안의 기록 / Backstreeet","2019-12-19T07:00:00.000Z","UCnx4Fi4cmkLGDiFfZ311wWw","SBS ENTER PLAY","24","19.20.12","SBSENTPLAY|백종원의 골목식당|백종원|골목식당|포방터시장|돈가스집|돈가스|포방터돈가스|맛집|정인선|조보아|김성주|제주도돈가스|돈가스집골목식당|골목식당 돈가스|포방터|포방터마지막장사|스윙스|정동윤","930791","8436","251","3257","https://i.ytimg.com/vi/4JNywhBGjG4/default.jpg","False","False","[예능맛ZIP/백종원의 골목식당] Backstreeet포방터와 아쉬운 작별인사...그리고 그 동안의 기록💛고생 많으셨어요 사장님의 앞날에 꽃길만 가득하기를 응원해요💛#포방터돈가스집 #백종원의골목식당 #포방터시장"
"QbLjdtgBwNg","장신의 문제 VS 단신의 문제  || 123 GO!의 공감가득 재미있는 상황","2019-12-20T03:00:06.000Z","UCU-7SdeUYlujznoTRHDttew","123 GO! Korean","24","19.20.12","DIY|만들기|공예|장난|장난치기|도전|도전하기|재밌는|웃긴|123GO!|123 go|123go|친구들|친근한|튜토리얼|어떻게|하는 법|마술|트릭DIY|크래프트|장난 치기|챌린지|재미있는|친구|친구와 함께|방법|꿀팁|휴가|여행|여행하기","57200","655","71","39","https://i.ytimg.com/vi/QbLjdtgBwNg/default.jpg","False","False","구독하기: http://bit.ly/31g55Yu인정합시다. 가끔씩 큰 키는 여러가지로 유리합니다. 하지만 우리 단신들도 여러 장점들이 있죠. 장신 대 단신, 모두의 고군분투를 알고 있습니다.여러분께서는 소피아의 짧은 키 고난에 공감하시나요? 에이미의 큰 키로 인한 고생은 어떠세요? 이 고군분투를 이해할 친구들에게 영상을 공유해 주세요. 그리고 공감 가득 영상들을 더 보고 싶으시다면 123GO!의 유튜브 채널 구독하는 걸 잊지 마세요! #웃긴 #장난 #DIY음악 에피데믹 사운드/Epidemic Sound   https://www.epidemicsound.com/자료 출처:  https://www.depositphotos.com https://www.shutterstock.com"
"m6mDERneTQI","[#도깨비] 도깨비 4화 11분 만에 몰아보기(죽음과 함께 찾아온 도깨비 신부, 지은탁과 도깨비의 몽글몽글 피어오르는 러브라인♥) | #다시보는도깨비 | #Diggle","2019-12-19T15:00:09.000Z","UCsRIHt5FkbGc6cQtCxt-ufA","tvN D ENT","24","19.20.12","도깨비|디글|diggle|도깨비 공유|공유|공유 김고은|도깨비 다시보기|Goblin|The goblin|Gongyoo|lee dong wook|Yoo In Na|김신|김고은|이동욱|저승사자|도깨비 이동욱|유인나|이동욱 유인나|피치커플|tvN|지은탁|써니|육성재|드라마 도깨비|사랑의 물리학|유덕화|도깨비 1화|도깨비 2화|도깨비 결말|저승이|도깨비OST|크러쉬|에일리|도깨 비 명장면|도깨비 메이킹|공유 이동욱|DOKEBI|삼신할매|호텔델루나|이엘|정해인|82년생 김지영|도깨비 써니|유인나 이동욱|진심이 닿다|유인나 써니|도깨비 비서|염혜란|토크가 하고 싶어서|이동욱 공유|조물주픽|연말|크리스마스|drama marathon|dokebi marathon","135244","0","0","114","https://i.ytimg.com/vi/m6mDERneTQI/default.jpg","False","True","#다시보는도깨비 #Diggle도깨비 4화 11분 만에 몰아보기(죽음과 함께 찾아온 신부, 지은탁과 도깨비의 몽글몽글 피어오르는 러브라인♥) 더 많은꿀잼 영상은? ▶ tvN D CLASSIC : https://bit.ly/2KT666f"
"RkFIJA8bdhY","가난한 서울대생이 경비아저씨에게 양복을 선물한 이유 [감동실화모음5편]","2019-12-20T06:16:25.000Z","UC5D5VhXj_9JWr3IskPYOEdA","오늘의 영상툰","1","19.20.12","오늘의 영상툰|오썰|감동실화|감동적인이야기|감동|사연툰|감동실화모음|영상툰","140274","4856","64","346","https://i.ytimg.com/vi/RkFIJA8bdhY/default.jpg","False","False","2017년 서울대학교 대나무 숲에 한 글이 올라옵니다7개월간 모은 알바비로 양복을 사 경비아저씨한테 선물했다는그 사연..그 학생이 선물을 하게 된 이유는 무엇일까요?🦄 이야기출처→서울대학교 페이스북 대나무숲🦄 오늘의 썰툰 구독하기 → https://bit.ly/2NqVyXQ🦄 사연보내는 곳 → http://bitly.kr/3xHrhf🦄 음악출처 → Flow Music님▶날씨의 아이 OST 피아노 모음 (Weathering With You OST Piano Collection): https://youtu.be/g3YZwcgQQps#사연툰 #감동이야기 #감동실화"
"R8an0j1wB3w","[12月의 무도] 무도x뉴욕조합은 극메!!!!  갱스 오브 뉴욕 infinite challenge","2019-12-19T09:00:12.000Z","UChY4PXxJI0aJYsGT1X6INWA","옛능 : MBC 옛날 예능 다시보기","24","19.20.12","MBC|유재석|마봉춘|다시보기|VOD|FULL|웃긴|코미디|무한도전|무도|무도레전드|추억|옛날|고전|예능|드라마|예전|90년대|클래식|레전드|명작|주말|엠비씨|재방|무리한 도전|무모한 도전|무한도전 레전드|정준하|박명수|정형돈|하하|노홍철|길|전진|광희|조세호|양세형|김태호|시즌2|오분순삭|놀면뭐하니|런닝맨|5분|특집|마지막회|1회|막방|infinite challenge|running man|갱스오브뉴욕|브루클린|뉴욕|아메리카|영화|느와르|스파이|마피아|탐정|조커|전화기","138394","1062","50","279","https://i.ytimg.com/vi/R8an0j1wB3w/default.jpg","False","False","[무도의 12월은 어땠을까?]뉴욕에서 뽕뽑을거 다 뽑았다는 이번 편.무한도전 특유의 감성이 묻어나는 갱스 오브 뉴욕!!영상 분위기부터 스토리까지 빠지는 게 없다 ㅠㅠ과연 스파이는 누구??방영일자 : 20091226무한도전 1화부터 FULL버전 다시 보기 (2006년 5월 6일~2018년 3월 31일) → ▶ WAVVE : https://m.wavve.com/player/vod?contentid=M_1000786100002100000.1▶ iMBC : http://m.imbc.com/Vod/VodPlay?progCode=1000786100000100000&broadcastID=1000786100002100000&type=VOD #무한도전 #무도 #무한도전레전드 #유재석 #박명수 #김태호 #노홍철"
"rhbpl2FoPZU","감스트 하... 저한테 왜 이러세요...","2019-12-20T09:04:20.000Z","UCbFzvzDu17eDZ3RIeaLRswQ","감스트GAMST","22","19.20.12","아프리카티비|아프리카tv|afreecatv|broadcast|감스트|비제이|김인직|인직|방송|bj|감튜브|콘텐츠|컨텐츠|비감|contents|gamst|injik|kiminjik|gamtube|bgam","181214","3996","87","435","https://i.ytimg.com/vi/rhbpl2FoPZU/default.jpg","False","False","[2019.12] 방송영상 입니다.♥ GAMST YouTube channel subscribe please ♥GAMST YouTube https://goo.gl/i1A0oNGAMST Facebook http://facebook.com/gamst0108GAMST Instagram http://Instagram.com/gamst17172GAMST TV http://afreeca.com/devil0108GAMST TV watch live http://play.afreeca.com/devil0108COPYRIGHTS ⓒ 2015 BY GAMST. ALL RIGHTS RESERVED."
"ExsQXg7nesk","[12/20] 주진우, 신장식, 장용진, 김영우, Moon | 김어준의 뉴스공장","2019-12-20T00:13:10.000Z","UC5HSw5OY2vfVFSihpiB-AVQ","tbs 시민의방송","25","19.20.12","tbs|김어준|뉴스공장|삼성노조|선거법|국회|패스트트랙|공수처법|연동형비례제|석패율제|연동형캡|심재철|황교안|민주당|바른미래당|자유한국당","402673","29432","395","625","https://i.ytimg.com/vi/ExsQXg7nesk/default.jpg","False","False","12월20일(금) 김어준의 뉴스공장 LIVE / tbsTV & FM◎ 1부[ 이 정도는 알아야 할 아침 뉴스 ]- 류밀희 기자 (tbs)◎ 2부[ 인터뷰 제1공장 ]삼성의 노조 와해 시나리오, 법원 유죄 판결의 의미!- 주진우 기자[ 인터뷰 제2공장 ]전대미문의 편파 재판이라는 검찰, 모든 게 이례적 작정하고 행동한 것- 신장식 변호사 (금융정의연대 법률지원단장)- 장용진 기자 (아주경제 법조팀장)- 김윤우 (변호사)◎ 3부[ 영우본색 ]제1야당 배제한 선거법 논의 잘못, 연동형 밀어붙이면 비례한국당 만들 것- 김영우 의원 (자유한국당)◎ 4부[ 인터뷰 제3공장 ]금요음악회 “Be True to Me (Savor a Mi) & Winter Wonderland”- 재즈 보컬리스트 Moon (문혜원)- 피아니스트 데이브 유[ 까칠한 미식가 ]대한민국은 치킨공화국이 아니다- 황교익 맛칼럼니스트----------------------------------------------▶tbs 페이스북 https://www.facebook.com/mylovetbs/▶tbs 홈페이지 https://www.tbs.seoul.kr/▶네이버TV (김어준의 뉴스공장) http://tv.naver.com/newsfactory ▶tbs 커뮤니티 http://bit.ly/2EaWnQp"
"LdOM0x0XDMo","TENET - Official Trailer","2019-12-19T16:59:42.000Z","UCjmJDM5pRKbUlVIzDYYWb6g","Warner Bros. Pictures","24","19.20.12","TENET|Christopher Nolan|WB|Warner Bros|Warner Brothers|Syncopy|John David Washington|Robert Pattinson|Espionage|Thriller|Action","5546450","208912","4356","16110","https://i.ytimg.com/vi/LdOM0x0XDMo/default.jpg","False","False","www.tenetfilm.comwww.instagram.com/tenetfilmwww.facebook.com/tenetfilmwww.twitter.com/tenetfilm"
"-zhasIq8i7o","[문명특급 EP.89] 김이나도 고개를 내두른 숨듣명 1위곡ㅋㅋㅋㅋㅋㅋ 자꾸 발뺌 함ㅋㅋㅋㅋㅋ (feat.태연 아이유 샤이니 가인 etc)","2019-12-19T08:00:12.000Z","UCUyfkq9e9ZfPzxOW5WQ9rzQ","문명특급 - MMTG","24","19.20.12","문명특급|스브스뉴스|재재|SBS","468367","16528","99","1343","https://i.ytimg.com/vi/-zhasIq8i7o/default.jpg","False","False","드디어 숨듣명 고인물 김이나 작사가님이 나왔습니다!!🤑'대.다.나.다.너' 듣자마자 갑자기 부산스럽게 변명을 시작하시는 이나쌤,,😚곳간에서 나온 인심으로 한결 훈훈해진 현장 보러 가시죱🏃 #문명특급 #숨듣명 #김이나책임 프로듀서/하현종  프로듀서/정연  진행·구성/이은재  촬영/정상보 정훈  촬영보조/김종진  디자인·CG/김하경  조연출/김희연 김혜민 인턴  연출/홍민지"
"6sy_J83vmr8","여긴 강에 건더기가 왜 이리 작아!!!🤬 역시 베어그릴스, 캐나다 자연을 뒤집어놓으셨다! [Man vs Wild]","2019-12-20T08:00:00.000Z","UCI6bxkc4WHwIHLis1Hg2jTw","디스커버리 채널 코리아 - Discovery Korea","24","19.20.12","Discovery Channel Korea|discovery|디스커버리|다큐멘터리|다큐|베어그릴스|Bear Grylls|디스커버리 채널|베어|베어 그릴스|Man vs Wild|man vs wild|manvswild|맨 vs 와일드|인간과 자연의 대결|인간대자연|낚시|물고기|물고기 먹방|생선|생선 먹방|연어|송어|숭어|회|물고기 사냥|사냥|야생|야생 먹방|자연|정글|정글 먹방|먹방|베어그릴스 먹방|먹방 모음|생존|생존 먹방|동물|동물농장|애니멀봐|곰|포식자|맹수|사자|호랑이|악어|상어|뱀|독사|정글의 법칙|자연인|나는 자연인이다|윽박|최고다 윽박|준아|우마|UMA|캐나다","301927","6715","106","1468","https://i.ytimg.com/vi/6sy_J83vmr8/default.jpg","False","False","즐거운 발견, Joy of Discovery!세상의 모든 즐거움을 ‘구독’ 클릭 한번으로 발견해 보세요! 구독하기: https://bit.ly/2VCbpqE캐나다 유콘에 상륙한 베어그릴스!물고기 사냥과 빙하, 폐광 탈출 기술을 선보입니다.*Original Series [Man vs Wild]----------------------------------------------------------------------------------------------디스커버리 채널은 KT올레TV 177, SK BTV 261, LGU+TV 194, 스카이 라이프 130, CJ헬로 210, 딜라이브 171, 티브로드 239번(케이블은 각 지역케이블 문의)에서 시청 가능합니다."
